538098	536648	49928	538098	536648
1146404	1219986	2	2323,49928,1146404	201174,1760,85013,74712,1854,1219986
1185673	168958	2	1224,1236,135614,32033,338,53413,43353,1185673	2323,49928,168958
1109052	755700	49928	1109052	755700
653111	442387	2	1224,1236,135622,267888,53246,653111	1117,1301283,1118,167375,442387
1350587	367552	1760	85006,1268,1663,1350587	85007,85025,1827,367552
1172002	1155889	2	201174,1760,85007,85025,1817,1172002	68336,976,117743,200644,49546,237,1155889
1428202	881038	2	2323,49928,1428202	1239,91061,186826,1300,1301,1314,881038
217675	1097494	2	2323,49928,217675	1117,1161,1162,1177,1097494
1379894	1772272	2	2323,49928,1379894	201174,1760,85007,1762,1763,1772272
885465	1689859	2	68336,976,117743,200644,49546,237,885465	1117,1161,1162,110103,1696902,1689859
877530	399137	2	2323,49928,877530	1224,28211,204441,433,434,399137
471771	412619	2	1224,1236,72274,135621,286,471771	68336,976,117743,200644,49546,61432,412619
492253	1027287	2	1239,91061,1385,186817,1386,492253	1224,1236,72274,135621,286,1027287
1507986	253259	1224	1236,91347,543,71655,1507986	28211,356,772,773,253259
151177	708914	2	68336,976,117743,200644,49546,61432,151177	1224,28211,356,69277,28100,708914
941956	523374	2	1117,1161,1162,77021,77022,941956	201174,1760,85006,85023,33882,523374
1271435	686389	1224	28216,80840,80864,34072,1271435	28211,204455,31989,97050,686389
1002601	692385	2	1224,28211,356,82115,227290,357,1002601	544448,31969,186328,2131,2132,692385
1010363	486851	2	1224,1236,118884,33811,1010363	201174,1760,85011,2062,1883,486851
939825	1349198	2	1117,1212,1217,1218,939825	1224,1236,135623,641,37986,130818,1349198
268811	1549096	1224	1236,91347,543,191675,36866,268811	28211,356,41294,374,1549096
678508	1179112	2	1224,1236,135623,641,662,678508	1239,91061,1385,186817,1386,1179112
1756018	1249182	2	544448,31969,186329,2146,33926,85623,1756018	1239,91061,1385,186817,1386,1249182
1145103	468539	2	1224,1236,91347,543,590,1145103	1239,91061,1385,186817,1386,468539
358155	250918	2	544448,31969,186328,2131,100481,358155	201174,1760,85011,2062,1883,250918
98274	261477	1760	85013,74712,1854,98274	85007,85025,1817,261477
345219	1089685	2	1239,91061,1385,186817,1386,1398,345219	1224,28211,204455,31989,60136,1089685
1341550	1137988	2	1224,1236,72274,468,54393,1341550	201174,1760,1643682,85030,1860,1137988
933973	1001559	2	68336,976,117747,200666,84566,28453,933973	1224,1236,72274,135621,286,1001559
645965	875059	1385	186817,182709,645965	90964,1279,1280,875059
645600	755657	49928	645600	755657
910694	1737907	2	1224,1236,135622,267888,53246,910694	201174,1760,85012,83676,2013,1737907
1577932	1645653	2	1224,1236,135622,267888,53246,1577932	201174,1760,85006,85023,447237,1645653
709875	1583945	2	201174,1760,85008,28056,1873,709875	1224,1236,135623,641,662,1583945
315320	1508165	2	2323,49928,315320	1224,1236,72274,468,469,1508165
1399000	1727353	2	1239,91061,1385,186820,1637,1639,1399000	201174,1760,85006,85023,2034,1727353
1321647	478110	2	1224,1236,135614,1775411,231454,1321647	201174,1760,85012,2012,667113,478110
476106	1533651	1883	476106	1533651
264687	523681	2	1117,1161,1162,1177,264686,264687	1224,28211,204455,31989,58840,523681
677655	1267304	2	1224,1236,135623,641,662,677655	2323,49928,1267304
633407	1204729	2	1224,1236,72274,135621,286,633407	201174,1760,85007,85025,1817,1204729
1578065	1441263	2	1117,1301283,1150,1185872,1578065	1239,91061,1385,186817,1386,1441263
926515	883113	2	1224,28216,206351,481,482,487,926515	1239,91061,186826,186827,66831,82347,883113
322534	81850	2	1224,28211,356,82115,227290,379,322534	1239,91061,186826,81850
1182497	1638646	28216	206389,75787,146937,1182497	80840,75682,963,1638646
267705	370007	2	1224,28211,766,942,952,953,267705	1239,91061,1385,186817,1386,370007
1071587	996	2	201174,1760,85006,85020,43668,1071587	68336,976,117743,200644,49546,237,996
1217100	434810	2	201174,1760,1217098,1217100	1224,28211,204457,335929,1111,434810
1142071	694274	1236	135622,72275,2742,1142071	72274,135621,286,694274
1328381	1467308	2	1224,1236,91347,543,570,573,1328381	1239,91061,1385,186817,1386,1467308
1584544	362458	2	1224,1236,135623,641,662,1584544	1239,91061,186826,81852,1350,362458
443156	1213488	2	201174,1760,85006,85021,367298,443156	1224,28211,204455,31989,265,1213488
1661088	492168	2	201174,1760,85006,1268,1269,1661088	1224,1236,72274,135621,286,492168
1343090	748316	1385	186822,44249,1343090	186817,1386,748316
1408087	1356484	2	2323,49928,1408087	1224,28216,80840,506,305976,1356484
795217	240239	85007	1762,1763,77643,1773,795217	85025,1827,240239
234104	857224	2	201174,1760,85007,1762,85024,234104	1224,1236,72274,135621,286,857224
574750	1563602	1224	28216,80840,119060,106589,574750	1236,91347,543,191675,36866,1563602
990014	1577262	2	1239,91061,1385,186817,1386,990014	68336,1090,44765,1577262
1681090	1163913	2	1224,1236,135622,267888,53246,1681090	1239,91061,1385,186825,40298,1163913
591580	203182	1224	1236,135622,267888,53246,591580	28211,356,41294,374,203182
1226903	256248	2	1239,91061,1385,90964,1279,1226903	201174,1760,85011,2062,1883,256248
576428	1054161	2	1239,91061,1385,186817,1386,576428	2323,49928,1054161
593484	1415374	2	1224,1236,135614,32033,191676,57609,593484	1239,91061,1385,186817,1386,1415374
598610	451059	2	201174,1760,85008,28056,1865,598610	1224,28211,204455,31989,60136,451059
1123056	707175	2	201174,1760,85007,85025,1827,293050,1123056	1224,1236,72274,135621,286,707175
192915	910885	1236	135619,28256,2745,192915	135623,641,662,910885
504399	1409523	2	1224,1236,72274,135621,286,504399	1239,91061,1385,90964,1279,1280,1409523
1116613	1122998	2	1239,91061,1385,90964,1279,1116613	201174,1760,85009,31957,1743,1751,1122998
552302	557389	2	1239,91061,1385,90964,1279,552302	1224,28211,356,69277,68287,557389
1313793	1287179	28211	82117,33807,1313793	356,69277,68287,1287179
668687	858424	2	1239,91061,1385,186817,1386,668687	1224,28211,356,41294,374,858424
1382909	926576	1224	1236,135622,267888,53246,1382909	28216,80840,119060,32008,926576
582703	1442089	2	201174,1760,85007,85025,1827,582703	2323,49928,1442089
1775	1159083	2	201174,1760,85007,1762,1763,1775	1239,91061,186826,1300,1301,1313,1159083
1108964	928317	1224	28211,356,119042,237321,237340,1108964	1236,135623,641,662,928317
1610869	1029115	1236	135614,32033,40323,1610869	72274,135621,286,1029115
1578690	195487	2	2323,49928,1578690	1117,1301283,1118,1129,195487
877208	1198231	2	68336,976,768503,768507,89373,89966,877208	1239,91061,1385,186817,1386,1198231
1436630	564408	2	1239,91061,1385,186817,1386,1436630	2323,49928,564408
1435612	583311	2	201174,1760,85008,28056,1873,1435612	1224,1236,135614,32033,40323,583311
1413468	1444846	91061	1385,90964,1279,1280,1413468	186826,1300,1301,1314,1444846
697666	1172331	2	1224,1236,91347,543,34037,697666	201174,1760,85012,83676,2013,1172331
702436	1042678	1224	1236,91347,543,561,562,83334,702436	28211,204457,41297,13687,1042678
1052808	1491872	2	2323,1383058,1448930,1052808	1239,91061,1385,186817,1386,1491872
1565721	1348527	2	1224,1236,72274,135621,286,1565721	1239,91061,1385,539002,539742,33986,1348527
768339	429611	356	119045,407,768339	41294,374,429611
482234	711578	2	1239,91061,186826,1300,1301,1329,482234	1224,1236,118884,33811,711578
502481	1172289	2	1117,1301283,1118,1125,502481	201174,1760,85006,85023,33882,1172289
990451	1422801	91061	186826,33958,1578,990451	1385,90964,1279,1280,1422801
522076	1225714	1236	135624,84642,642,522076	91347,543,544,1225714
867899	1186937	2	1239,91061,1385,90964,1279,867899	1224,1236,72274,135621,286,1186937
437449	1629722	1236	72274,135621,286,437449	118884,33811,1629722
138563	663032	1224	68525,29547,213849,72293,209,138563	1236,135623,641,662,663032
1085588	1398962	2	1239,91061,1385,186817,45667,1085588	1224,1236,72274,468,469,909768,470,1398962
1526927	1049864	1385	186818,1372,1526927	186817,1386,1049864
617200	643903	2	1224,28211,356,82115,227292,28105,617200	203691,203692,136,137,157,643903
390919	1403902	2	1224,1236,135619,28256,2745,390919	1239,91061,1385,90964,1279,1280,1403902
1257482	1529129	1385	90964,1279,1257482	186817,1386,1529129
1194114	459525	91061	186826,81852,1350,1194114	1385,186817,1329200,459525
1092748	1164877	2	1224,68525,28221,213118,213121,109168,1092748	201174,1760,85006,85017,43676,1164877
563232	1391077	2	68336,976,117743,200644,49546,59732,563232	201174,1760,85011,2062,1883,1391077
1344828	1715526	2	1239,91061,1385,90964,1279,1344828	1224,1236,135619,28256,2745,1715526
1737358	927632	2	201174,1760,85007,85026,2053,1737358	1224,28211,204457,41297,13687,927632
1545474	138976	2	1239,91061,1385,186817,1386,1545474	1224,28211,766,942,952,953,138976
1747054	1334100	2	1224,1236,135614,32033,68,1747054	544448,31969,186329,2146,33926,85623,1334100
347060	1113639	2	201174,1760,85006,85023,90316,347060	1224,28211,356,41294,374,1113639
413538	1096824	1760	85006,1268,1663,413538	85010,2070,1847,1096824
675327	1705585	2	201174,1760,85012,2004,58120,675327	1224,1236,72274,135621,286,1705585
354707	1765595	2	2323,49928,354707	1224,28211,204455,31989,265,1765595
1288828	1680635	2	201174,1760,2037,2049,1654,595468,1288828	1224,28211,204441,41295,13134,1680635
1328459	1171545	1236	72274,135621,286,1328459	135622,72275,2742,1171545
1403531	1583963	1236	135622,267890,22,1403531	135623,641,662,1583963
1409963	1501261	2	1224,1236,91347,543,570,573,1409963	201174,1760,85006,1268,57493,1501261
533631	637387	2	1224,1236,135623,641,662,533631	544448,31969,2085,2092,2093,2115,637387
1322332	1467750	186817	1386,1322332	129337,1467750
671631	1331660	1236	91347,543,613,671631	72274,468,469,29430,1331660
1414293	1171558	1224	28211,766,942,952,953,1414293	1236,135623,641,657,1171558
1224502	1093767	2	1239,91061,1385,186817,1386,1224502	1224,28211,356,82115,227290,379,1093767
1141693	345312	2	1239,91061,1385,186817,1386,1141693	1224,1236,135622,267890,22,345312
385198	1444419	2	1224,1236,135623,641,662,385198	201174,1760,85007,1653,1716,1444419
1531618	1223496	2	2323,49928,1531618	201174,1760,85012,83676,2013,2014,146802,1223496
412601	677240	1224	28216,80840,506,507,412601	1236,135623,641,662,677240
1399386	1209213	2	201174,1760,85006,1268,1269,1399386	544448,31969,186328,2131,2132,1209213
1292112	1109994	2	1224,1236,135614,32033,40323,1292112	2323,49928,1109994
909550	182640	1760	85006,85023,2034,909550	85009,85015,182639,182640
1617746	1008072	2	1224,1236,72274,135621,286,1617746	1239,186801,186802,31979,1485,1008072
244231	1325775	2	68336,976,171558,37452,244231	1224,28211,204441,433,41293,1325775
926028	1189738	2	1224,1236,91347,543,561,562,183192,926028	2323,49928,1189738
1246220	1571207	1224	1236,72274,135621,286,1246220	28211,204455,31989,265,1571207
550507	345662	2	2323,49928,550507	1224,28211,204457,41297,13687,345662
382109	911242	1224	28216,80840,80864,52972,382109	1236,72274,135621,286,911242
1278553	1123303	2	1224,28216,206351,481,482,1278553	1239,91061,186826,1300,1301,1345,1123303
1112863	1180219	237	1112863	1180219
1496992	421138	2	201174,1760,85007,85025,1827,1496992	2323,49928,421138
1133693	1674494	2	1239,91061,1385,186817,1386,1133693	2323,49928,1674494
990341	931460	2	1224,1236,72274,135621,286,136841,287,208964,990341	1239,91061,1385,90964,1279,1280,46170,931460
541215	447373	2	1224,28211,766,775,33988,780,114295,541215	201174,1760,85006,85023,33882,447373
549802	1494452	2	201174,1760,85011,2062,1883,549802	2323,49928,1494452
146800	1730424	2	1224,28216,80840,119060,32008,146800	201174,1760,85006,85023,110932,1730424
34062	988927	2	1224,1236,72274,468,475,46225,34062	201174,1760,85008,28056,84593,988927
82976	749751	2	1224,1236,91347,543,82976	32066,203490,203491,203492,848,749751
999410	865019	1239	186801,186802,186803,1506553,1531,999410	91061,1385,186817,1386,865019
1202437	52561	2	544448,31969,2085,2092,2093,1202437	1224,68525,28221,213115,213116,898,52561
1273397	1412492	1224	28211,356,335928,279,1273397	1236,91347,543,590,28901,59201,149539,1412492
1531608	496853	2	2323,49928,1531608	1224,28211,766,775,33988,780,114295,496853
351584	1546121	2	2323,49928,351584	1117,1301283,1150,483695,1546121
1730420	1151180	2	201174,1760,85006,85023,110932,1730420	1224,1236,91347,543,590,28901,59201,1151180
474988	1638069	1224	1236,91347,543,547,474988	28216,80840,506,507,1638069
762953	530993	2	1239,91061,1385,186824,293021,762953	1224,28216,206389,75787,349,530993
1100712	1661045	1224	28216,80840,80864,665874,1100712	1236,72274,135621,286,1661045
307857	1158710	2	1224,1236,72274,468,469,307857	1239,91061,1385,90964,1279,1280,1158710
1581658	1230475	28216	206350,32011,119067,1581658	80840,80864,34072,1230475
1604721	1565711	1385	186822,44249,1604721	186817,400634,1565711
930773	1486193	1236	91347,543,590,28901,59201,28150,930773	135622,72275,226,1486193
700040	1131540	2	1224,1236,135622,267893,135575,700040	1117,1301283,1118,1125,513223,1131540
677661	521897	2	1224,1236,135623,641,662,677661	1239,91061,1385,186822,44249,521897
339261	637743	1224	28216,80840,119060,32008,339261	1236,135622,72275,226,637743
1113912	492469	2	1239,91061,186826,81850,1243,1113912	201174,1760,85011,2062,1883,492469
682276	533781	1224	28211,204457,41297,13687,682276	1236,135623,641,662,533781
553591	370987	2	1239,91061,1385,90964,1279,1280,553591	1224,1236,91347,543,561,370987
741098	531306	2	1239,91061,186826,81852,1350,741098	1224,1236,135613,72276,1739105,531306
1265559	1565894	2	1224,1236,72274,135621,286,1265559	201174,1760,85011,2062,1883,1565894
1433637	561427	2	1224,28216,80840,119060,48736,1433637	1239,186801,186802,31979,1485,561427
1699928	385865	2	1224,28211,356,41294,374,1699928	2323,49928,385865
1436651	414432	2	1239,91061,1385,186817,1386,1436651	201174,1760,85006,85021,265976,414432
266306	368170	1224	28211,356,41294,374,266306	1236,135622,72275,2742,368170
1644183	267008	1236	135624,84642,642,1644183	72274,135621,286,267008
944480	1017280	2	1224,68525,28221,213113,117942,84404,1279027,944480	1239,186801,186802,186813,1017280
287575	932437	2	1239,91061,186826,33958,1578,287575	1224,28211,204455,285892,932437
151647	290185	2	1239,91061,1385,186822,44249,151647	201174,1760,85007,1653,1716,290185
1578278	1079336	2	1224,1236,72274,468,469,1578278	201174,1760,2037,38987,105426,1079336
324646	1243918	1224	28211,204457,41297,13687,324646	1236,72274,135621,286,1243918
250095	544071	2	201174,1760,85012,2004,2000,250095	2323,49928,544071
1257036	424055	2	1224,1236,91347,543,613,615,1257036	2323,49928,424055
1265352	371765	1224	1236,91347,543,32199,9,1265352	28211,766,942,943,106181,371765
1617773	708910	2	201174,1760,85011,2062,1883,1617773	1224,28211,356,69277,28100,708910
1343153	1234750	2	1239,91061,1385,186817,84406,1343153	1224,1236,72274,135621,286,1234750
1353199	391609	2	1224,1236,135614,32033,292713,1353199	200795,32061,32064,38175,391607,391608,391609
1534119	168963	2	1224,1236,72274,135621,286,1534119	2323,49928,168963
1084488	984198	2	1239,91061,186826,1300,1301,1084488	1224,1236,72274,135621,286,984198
1333716	146968	2	68336,976,117743,200644,1333713,1333716	1224,1236,135619,224372,59753,146968
136079	1263363	2	1117,1161,1162,1163,1165,136079	1224,1236,135619,28256,2745,1263363
1393694	1263571	2	201174,1760,85009,85015,1839,1393694	1224,28211,356,772,773,1263571
397224	1244264	2	200783,187857,32069,224027,182899,397224	1239,91061,186826,81852,1350,1244264
261547	1169219	2	68336,976,117743,200644,49546,61432,261547	1224,28211,356,118882,234,235,1169219
400976	1460276	2	1239,91061,1385,186822,44249,400976	201174,1760,85006,85023,96492,1460276
1678445	1632385	2	201174,1760,85007,85025,1827,1678445	2323,49928,1632385
1264726	1650950	2	1239,91061,1385,186817,1386,1264726	2323,49928,1650950
1087204	1743111	1224	28211,356,69277,68287,1087204	28216,80840,506,222,1743111
1157004	249838	2	1239,91061,1385,90964,1279,1280,1157004	201174,1760,85011,2062,1883,249838
1456651	668872	2	1224,28216,206351,1499392,90153,535,1456651	1239,91061,1385,186817,1386,668872
1259120	1440013	1224	28211,204458,76892,75,1259120	68525,29547,213849,72294,194,195,1440013
1595200	1562968	2	1224,1236,72274,135621,286,1595200	201174,1760,85007,85025,1827,1562968
883118	1134808	2	1224,1236,91347,543,570,571,883118	1239,91061,186826,81852,1350,1352,1134808
754411	926660	2	68336,976,117743,200644,49546,286104,754411	1297,188787,118964,183710,1298,926660
570230	1466383	2	1224,1236,91347,543,547,570230	1239,91061,1385,186817,1055323,1466383
546391	251918	2	1224,1236,135614,32033,338,546391	201174,1760,85011,2062,1883,251918
136146	1107457	468	469,136146	54393,1107457
1295073	1206876	1883	1295073	1206876
1300138	326459	1236	72274,135621,286,1300138	135623,641,662,326459
1762004	388012	2	1239,91061,1385,90964,1279,1762004	68336,976,117743,200644,49546,286104,388012
1739402	1428591	201174	84998,84999,1643824,1380,1739402	1760,85006,85023,33882,1428591
391518	1350662	1386	391518	1350662
639228	1353187	2	2323,49928,639228	68336,976,117747,200666,563835,1004300,1353187
1480664	1231408	1224	28211,204457,41297,13687,1480664	1236,91347,543,547,1231408
1249223	536501	2	1224,1236,72274,135621,286,1249223	1117,1301283,1118,70190,536501
269423	588	2	1239,91061,1385,186817,1386,269423	1224,1236,91347,543,586,588
887041	161970	2	201174,1760,85006,1268,1663,887041	1224,28211,356,45401,81,161970
331694	930101	49928	331694	930101
1343077	1509090	1224	28216,119066,1301080,1160784,1343077	1236,72274,135621,286,1509090
573486	1165235	2	544448,31969,186329,2146,33926,85632,573486	2323,49928,1165235
722924	1137143	2	1224,1236,135623,641,662,722924	1117,1161,1162,1163,1137143
380549	459739	2	1117,1301283,1118,1125,1126,380549	1224,1236,72274,468,469,459739
255519	1028246	2	1224,1236,91347,543,590,255519	201174,1760,85011,2062,1883,1028246
